title;published_date;data_url;creator;description;unit;fail_reason
Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal;augustus 2023;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_IN_38.csv;Departement Onderwijs & Vorming;Aantal jongeren die niet meer leerplichtig zijn en het Vlaams secundair onderwijs verlaten zonder kwalificatie en die wonen in de gemeente, naar thuistaal. Dat aantal wordt afgezet ten opzichte van de som van het aantal vroegtijdige schoolverlaters en het aantal leerlingen dat wel een kwalificatie heeft gehaald.Een vroegtijdige schoolverlater is een leerling die niet langer leerplichtig is en die een regulier kwalificerend traject van het Vlaams secundair onderwijs verlaat zonder kwalificatie met een beroepsfinaliteit of een finaliteit doorstroom hoger onderwijs.De cijfers voor de Brusselse gemeenten hebben enkel betrekking op de leerlingen ingeschreven in het Nederlandstalig onderwijs.De thuistaal is niet het Nederlands als de leerling in het gezin met niemand of in een gezin met 3 gezinsleden (de leerling niet meegerekend) met maximum 1 gezinslid Nederlands spreekt. Broers en zussen worden als 1 gezinslid beschouwd.;procent jongeren;
Waterarmoede;januari 2024;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_AR_19.csv;Vlaamse Milieumaatschappij;Aandeel klanten met aangevraagde of opgelegde afbetalingsplannen voor drinkwater, per 100  huishoudelijke klanten. De opgenomen cijfers hebben telkens enkel betrekking op het aantal klanten zonder ondernemingsnummer. Dit zijn de huishoudens met een eigen watermeter.Klanten met betalingsmoeilijkheden kunnen zelf een afbetalingsplan voor de drinkwaterfactuur aanvragen bij het waterbedrijf. Bij aanhoudende betalingsmoeilijkheden kan ook het waterbedrijf een aanvraag tot begrenzing of afsluiting van de drinkwatertoevoer indienen bij de lokale adviescommissie (LAC). Begrenzen betekent dat de watertoevoer in debiet begrensd wordt tot minimaal 50 liter per uur.  Afsluiting betekent dat er geen water meer uit de kraan komt. De LAC kan bij dergelijke aanvragen echter ook een afbetalingsplan opleggen. Als de klant dit afbetalingsplan volgt, wordt hij niet begrensd of afgesloten.;procent huishoudelijke klanten;
Werken in eigen gemeente;2023;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_WE_S_01.csv;Burgerbevraging Gemeente-Stadsmonitor, Agentschap Binnenlands Bestuur;Aandeel van de inwoners die werkt/studeert in de eigen gemeente.;procent personen;
Werkloosheidsgraad, naar herkomst;juli 2022;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_WE_09.csv;Datawarehouse Arbeidsmarkt en Sociale Bescherming van de Kruispuntbank van de Sociale Zekerheid;Aandeel werklozen in de beroepsbevolking (d.i. de som van werkenden en werklozen) van 15 tot en met 64 jaar, op 1 januari van het jaar, per herkomstgroep.De hier opgenomen cijfers zijn administratieve gegevens gebaseerd op een koppeling tussen de sociaal-economische gegevens uit het Datawarehouse Arbeidsmarkt en Sociale Bescherming van de Kruispuntbank Sociale Zekerheid (KSZ) en de gegevens over nationaliteitshistoriek van die persoon en diens ouders zoals opgenomen in het Rijksregister. Op deze manier zijn administratieve sociaal-economische gegevens naar herkomst beschikbaar voor de volledige Belgische bevolking.De herkomstgroepen binnen deze indicator zijn: België, EU, Niet-EU.Om de herkomst van een persoon te bepalen worden 4 criteria in rekening gebracht: de huidige nationaliteit van de persoon, de geboortenationaliteit van de persoon (vóór een eventuele nationaliteitswijziging), de geboortenationaliteit van de vader en de geboortenationaliteit van de moeder. Is één van deze 4 criteria een niet-Belgische nationaliteit, dan wordt de persoon beschouwd als zijnde een persoon van buitenlandse herkomst.Werklozen zijn hier de personen die als werkloos worden beschouwd door de nomenclatuur van het Datawarehouse Arbeidsmarkt en Sociale Bescherming van de KSZ. Het gaat om werklozen na voltijdse tewerkstelling met werkloosheidsuitkering, werklozen na een vrijwillig deeltijdse job met werkloosheidsuitkering, werklozen na studies, met wachtuitkering of overbruggingsuitkering en werklozen met begeleidingsuitkering. Het gaat dus enkel om uitkeringsgerechte werklozen.Werkenden zijn hier de personen die als werkend worden beschouwd door de nomenclatuur van het Datawarehouse Arbeidsmarkt en Sociale Bescherming van de KSZ. Het gaat om personen die werken in loondienst (zowel in de privésector als in de overheidssector), personen die tewerkgesteld zijn als zelfstandige, personen die tewerkgesteld zijn als helper bij een werkgever die het statuut van zelfstandige heeft en personen die tegelijk werken in loondienst en als zelfstandige of helper bij een zelfstandige.;procent werklozen;
Werkloosheidsgraad, naar herkomst (detail);september 2022;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_IN_56.csv;Datawarehouse Arbeidsmarkt en Sociale Bescherming van de Kruispuntbank van de Sociale Zekerheid;Aandeel werklozen in de beroepsbevolking (d.i. de som van werkenden en werklozen) van 20 tot en met 64 jaar, op 1 januari van het jaar, per herkomstgroep.De hier opgenomen cijfers zijn administratieve gegevens gebaseerd op een koppeling tussen de sociaal-economische gegevens uit het Datawarehouse Arbeidsmarkt en Sociale Bescherming van de Kruispuntbank Sociale Zekerheid (KSZ) en de gegevens over nationaliteitshistoriek van die persoon en diens ouders zoals opgenomen in het Rijksregister. Op deze manier zijn administratieve sociaal-economische gegevens naar herkomst beschikbaar voor de volledige Belgische bevolking.De herkomstgroepen binnen deze indicator zijn: België, West- en Noord-EU15, Zuid-EU15, EU13, Europa niet-EU, Turkije en Maghreb, Andere landen.Om de herkomst van een persoon te bepalen worden 4 criteria in rekening gebracht: de huidige nationaliteit van de persoon, de geboortenationaliteit van de persoon (vóór een eventuele nationaliteitswijziging), de geboortenationaliteit van de vader en de geboortenationaliteit van de moeder. Is één van deze 4 criteria een niet-Belgische nationaliteit, dan wordt de persoon beschouwd als zijnde een persoon van buitenlandse herkomst.Werklozen zijn hier de personen die als werkloos worden beschouwd door de nomenclatuur van het Datawarehouse Arbeidsmarkt en Sociale Bescherming van de KSZ. Het gaat om werklozen na voltijdse tewerkstelling met werkloosheidsuitkering, werklozen na een vrijwillig deeltijdse job met werkloosheidsuitkering, werklozen na studies, met wachtuitkering of overbruggingsuitkering en werklozen met begeleidingsuitkering. Het gaat dus enkel om uitkeringsgerechte werklozen.Werkenden zijn hier de personen die als werkend worden beschouwd door de nomenclatuur van het Datawarehouse Arbeidsmarkt en Sociale Bescherming van de KSZ. Het gaat om personen die werken in loondienst (zowel in de privésector als in de overheidssector), personen die tewerkgesteld zijn als zelfstandige, personen die tewerkgesteld zijn als helper bij een werkgever die het statuut van zelfstandige heeft en personen die tegelijk werken in loondienst en als zelfstandige of helper bij een zelfstandige.;procent werklozen;
Werkloosheidsgraad, naar herkomst, naar geslacht;januari 2024;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_IN_43.csv;Datawarehouse Arbeidsmarkt en Sociale Bescherming van de Kruispuntbank van de Sociale Zekerheid;Aandeel mannelijke werklozen in de mannelijke beroepsbevolking (d.i. de som van werkenden en werklozen) van 15 tot en met 64 jaar, op 1 januari van het jaar, naar herkomst.Aandeel vrouwelijke werklozen in de vrouwelijke beroepsbevolking (d.i. de som van werkenden en werklozen) van 15 tot en met 64 jaar, op 1 januari van het jaar, naar herkomst.De hier opgenomen cijfers zijn administratieve gegevens gebaseerd op een koppeling tussen de sociaal-economische gegevens uit het Datawarehouse Arbeidsmarkt en Sociale Bescherming van de Kruispuntbank Sociale Zekerheid (KSZ) en de gegevens over nationaliteitshistoriek van die persoon en diens ouders zoals opgenomen in het Rijksregister. Op deze manier zijn administratieve sociaal-economische gegevens naar herkomst beschikbaar voor de volledige Belgische bevolking.De herkomstgroepen binnen deze indicator zijn: België, EU, Niet-EU.Om de herkomst van een persoon te bepalen worden vier criteria in rekening gebracht: de huidige nationaliteit van de persoon, de geboortenationaliteit van de persoon (vóór een eventuele nationaliteitswijziging), de geboortenationaliteit van de vader en de geboortenationaliteit van de moeder. Is één van deze vier criteria een niet-Belgische nationaliteit, dan wordt de persoon beschouwd als zijnde een persoon van buitenlandse herkomst.Werklozen zijn hier de personen die als werkzoekend worden beschouwd door de nomenclatuur van het Datawarehouse Arbeidsmarkt en Sociale Bescherming van de KSZ. Het gaat om werklozen na voltijdse tewerkstelling met werkloosheidsuitkering, werklozen na een vrijwillig deeltijdse job met werkloosheidsuitkering, werklozen na studies, met wachtuitkering of overbruggingsuitkering en werklozen met begeleidingsuitkering. Het gaat dus enkel om uitkeringsgerechte werklozen.Werkenden zijn hier de personen die als werkend worden beschouwd door de nomenclatuur van het Datawarehouse Arbeidsmarkt en Sociale Bescherming van de KSZ. Het gaat om personen die werken in loondienst (zowel in de privésector als in de overheidssector), personen die tewerkgesteld zijn als zelfstandige, personen die tewerkgesteld zijn als helper bij een werkgever die het statuut van zelfstandige heeft en personen die tegelijk werken in loondienst en als zelfstandige of helper bij een zelfstandige.;procent werklozen;
Werkloosheidsgraad, naar herkomst, naar leeftijd;juli 2022;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_IN_44.csv;Datawarehouse Arbeidsmarkt en Sociale Bescherming van de Kruispuntbank van de Sociale Zekerheid;Aandeel werklozen in de beroepsbevolking (d.i. de som van werkenden en werklozen) van 15 tot en met 24 jaar, op 1 januari van het jaar, naar herkomst.Aandeel werklozen in de beroepsbevolking (d.i. de som van werkenden en werklozen) van 50 tot en met 64 jaar, op 1 januari van het jaar, naar herkomst.De hier opgenomen cijfers zijn administratieve gegevens gebaseerd op een koppeling tussen de sociaal-economische gegevens uit het Datawarehouse Arbeidsmarkt en Sociale Bescherming van de Kruispuntbank Sociale Zekerheid (KSZ) en de gegevens over nationaliteitshistoriek van die persoon en diens ouders zoals opgenomen in het Rijksregister. Op deze manier zijn administratieve sociaal-economische gegevens naar herkomst beschikbaar voor de volledige Belgische bevolking.De herkomstgroepen binnen deze indicator zijn: België, EU, Niet-EU.Om de herkomst van een persoon te bepalen worden vier criteria in rekening gebracht: de huidige nationaliteit van de persoon, de geboortenationaliteit van de persoon (vóór een eventuele nationaliteitswijziging), de geboortenationaliteit van de vader en de geboortenationaliteit van de moeder. Is één van deze vier criteria een niet-Belgische nationaliteit, dan wordt de persoon beschouwd als zijnde een persoon van buitenlandse herkomst.Werklozen zijn hier de personen die als werkzoekend worden beschouwd door de nomenclatuur van het Datawarehouse Arbeidsmarkt en Sociale Bescherming van de KSZ. Het gaat om werklozen na voltijdse tewerkstelling met werkloosheidsuitkering, werklozen na een vrijwillig deeltijdse job met werkloosheidsuitkering, werklozen na studies, met wachtuitkering of overbruggingsuitkering en werklozen met begeleidingsuitkering. Het gaat dus enkel om uitkeringsgerechte werklozen.Werkenden zijn hier de personen die als werkend worden beschouwd door de nomenclatuur van het Datawarehouse Arbeidsmarkt en Sociale Bescherming van de KSZ. Het gaat om personen die werken in loondienst (zowel in de privésector als in de overheidssector), personen die tewerkgesteld zijn als zelfstandige, personen die tewerkgesteld zijn als helper bij een werkgever die het statuut van zelfstandige heeft en personen die tegelijk werken in loondienst en als zelfstandige of helper bij een zelfstandige.;procent werklozen;
Werkloosheidsgraad: herkomstkloof;juli 2022;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_WE_12.csv;Datawarehouse Arbeidsmarkt en Sociale Bescherming van de Kruispuntbank van de Sociale Zekerheid;De herkomstkloof is het verschil tussen de werkloosheidsgraad van personen van niet-EU-herkomst en de werkloosheidsgraad van personen van Belgische herkomst. De werkloosheidsgraad betreft het aandeel werklozen in de beroepsbevolking (d.i. de som van werkenden en werklozen) van 15 tot 64 jaar per herkomstgroep, op 1 januari van het jaar.Werklozen zijn hier de personen die als werkzoekend worden beschouwd door de nomenclatuur van het Datawarehouse Arbeidsmarkt en Sociale Bescherming van de KSZ. Het gaat enkel om uitkeringsgerechtigde werklozen.Om de herkomst van een persoon te bepalen worden vier criteria in rekening gebracht: de huidige nationaliteit van de persoon, de geboortenationaliteit van de persoon, de geboortenationaliteit van de vader en de geboortenationaliteit van de moeder. Is één van deze vier criteria een niet-Belgische nationaliteit, dan wordt de persoon beschouwd als zijnde een persoon van buitenlandse herkomst. Om de personen van buitenlandse herkomst op te delen in verschillende herkomstgroepen wordt eerst gekeken naar de geboortenationaliteit van de vader, daarna naar de geboortenationaliteit van de moeder, de huidige nationaliteit van de persoon en de geboortenationaliteit van de persoon.Hoe moeten de cijfers geïnterpreteerd worden? Een herkomstkloof van bijvoorbeeld 10% bij de werkloosheidsgraad betekent dat de werkloosheidsgraad bij personen van niet-EU-herkomst 10 procentpunten hoger ligt dan bij personen van Belgische herkomst. Er is dus meer werkloosheid is bij personen van niet-EU- herkomst.;;
Werkzaamheidsgraad, naar geslacht;oktober 2021;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_WE_01.csv;Steunpunt Werk - Vlaamse Arbeidsrekening o.b.v. RSZ, RSVZ, RIZIV, RVA, Statbel (Algemene Directie Statistiek – Statistics Belgium), DWH AM&SB bij de KSZ, BISA;De werkzaamheidsgraad wordt berekend als aandeel werkenden in de bevolking op arbeidsleeftijd (20-64 jaar). De werkenden bestaan uit alle personen die in de referentieperiode betaalde arbeid verricht hebben. Bij de totale bevolking (20-64 jaar) maakt men een onderscheid tussen de niet-beroepsactieve bevolking en de beroepsbevolking op arbeidsleeftijd. De niet-beroepsactieve bevolking bestaat uit die personen die niet werken, niet beschikbaar zijn voor een job en/of niet actief op zoek zijn naar een job. De beroepsbevolking bestaat uit diegenen die aan het werk zijn (werkenden) en zij die beschikbaar zijn voor een job en actief op zoek naar werk (niet-werkende werkzoekenden). Hier wordt de opsplitsing gemaakt naar geslacht.;procent werkenden;
Werkzaamheidsgraad, naar herkomst;juli 2022;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_WE_02.csv;Datawarehouse Arbeidsmarkt en Sociale Bescherming van de Kruispuntbank van de Sociale Zekerheid;Aantal werkenden in de bevolking van 20 tot en met 64 jaar, per herkomstgroep, op 1 januari van het jaar.De hier opgenomen cijfers zijn administratieve gegevens gebaseerd op een koppeling tussen de sociaal-economische gegevens uit het Datawarehouse Arbeidsmarkt en Sociale Bescherming van de Kruispuntbank Sociale Zekerheid (KSZ) en de gegevens over nationaliteitshistoriek van die persoon en diens ouders zoals opgenomen in het Rijksregister. Op deze manier zijn administratieve sociaal-economische gegevens naar herkomst beschikbaar voor de volledige Belgische bevolking.De herkomstgroepen binnen deze indicator zijn: België, EU, Niet-EU.Om de herkomst van een persoon te bepalen worden vier criteria in rekening gebracht: de huidige nationaliteit van de persoon, de geboortenationaliteit van de persoon (vóór een eventuele nationaliteitswijziging), de geboortenationaliteit van de vader en de geboortenationaliteit van de moeder. Is één van deze vier criteria een niet-Belgische nationaliteit, dan wordt de persoon beschouwd als zijnde een persoon van buitenlandse herkomst.Werkenden zijn hier de personen die als werkend worden beschouwd door de nomenclatuur van het Datawarehouse Arbeidsmarkt en Sociale Bescherming van de KSZ. Het gaat om personen die werken in loondienst (zowel in de privésector als in de overheidssector), personen die tewerkgesteld zijn als zelfstandige, personen die tewerkgesteld zijn als helper bij een werkgever die het statuut van zelfstandige heeft en personen die tegelijk werken in loondienst en als zelfstandige of helper bij een zelfstandige.;procent werkenden;
